Year,Datetime,Stage,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,Home Team Initials,Away Team Initials,Home Coach Name,Home Player 1,Home Player 2,Home Player 3,Home Player 4,Home Player 5,Home Player 6,Home Player 7,Home Player 8,Home Player 9,Home Player 10,Home Player 11,Away Coach Name,Away Player 1,Away Player 2,Away Player 3,Away Player 4,Away Player 5,Away Player 6,Away Player 7,Away Player 8,Away Player 9,Away Player 10,Away Player 11,Home Player 1 Stats,Home Player 2 Stats,Home Player 3 Stats,Home Player 4 Stats,Home Player 5 Stats,Home Player 6 Stats,Home Player 7 Stats,Home Player 8 Stats,Home Player 9 Stats,Home Player 10 Stats,Home Player 11 Stats,Away Player 1 Stats,Away Player 2 Stats,Away Player 3 Stats,Away Player 4 Stats,Away Player 5 Stats,Away Player 6 Stats,Away Player 7 Stats,Away Player 8 Stats,Away Player 9 Stats,Away Player 10 Stats,Away Player 11 Stats
2014.0,19 Jun 2014 - 13:00 ,Group C,Colombia,2.0,1.0,C�te d'Ivoire,68748.0,0.0,0.0,WEBB Howard (ENG),MULLARKEY Michael (ENG),Darren CANN (ENG),COL,CIV,PEKERMAN Jose (ARG),Francisco ZULUAGA,Carlos VALDERRAMA,VALDERRAMA,OSPINA,MONDRAGON,YEPES,VALDERRAMA,YEPES,MONDRAGON,Francisco ZULUAGA,MONDRAGON,MICHEL Henri (FRA),DROGBA,DOMORAUD,DROGBA,DROGBA,MICHEL Henri (FRA),DROGBA,MICHEL Henri (FRA),DOMORAUD,DOMORAUD,DROGBA,DOMORAUD,75,76,65,79,65,65,65,65,65,75,65,65,67,65,65,77,65,77,67,67,65,67
2014.0,19 Jun 2014 - 16:00 ,Group D,Uruguay,2.0,1.0,England,62575.0,1.0,0.0,Carlos VELASCO CARBALLO (ESP),ALONSO FERNANDEZ Roberto (ESP),YUSTE Juan (ESP),URU,ENG,TABAREZ Oscar (URU),Horacio TROCHE,Pedro ROCHA,Luis UBINA,Jorge BARRIOS,Fernando ALVEZ,F.CARINI,P.MONTERO,LUGANO,FORLAN,D. GODIN,F. MUSLERA,CAPELLO Fabio (ITA),Bryan ROBSON,Terry BUTCHER,Alan SHEARER,David SEAMAN,BECKHAM,ROBINSON,GERRARD,David SEAMAN,Alan SHEARER,GERRARD,ROBINSON,65,84,79,78,81,65,65,65,65,88,86,73,78,78,87,65,69,65,87,78,65,69
2014.0,19 Jun 2014 - 19:00 ,Group C,Japan,0.0,0.0,Greece,39485.0,0.0,0.0,AGUILAR Joel (SLV),TORRES William (SLV),ZUMBA Juan (SLV),JPN,GRE,OKADA Takeshi (JPN),Masami IHARA,MORIOKA,MIYAMOTO,KAWAGUCHI,HASEBE,HASEBE,HASEBE,MIYAMOTO,MORIOKA,HASEBE,MORIOKA,SANTOS Fernando (POR),Tassos MITROPOULOS,KARAGOUNIS,KATSOURANIS,KARNEZIS,GLYKOS,KARNEZIS,KARNEZIS,KARNEZIS,GLYKOS,Tassos MITROPOULOS,KARNEZIS,64,68,65,54,77,77,77,65,68,77,68,65,63,65,82,71,82,82,82,71,65,82
2014.0,20 Jun 2014 - 13:00 ,Group D,Italy,0.0,1.0,Costa Rica,40285.0,0.0,1.0,OSSES Enrique (CHI),ASTROZA Carlos (CHI),ROMAN Sergio (CHI),ITA,CRC,LIPPI Marcello (ITA),Giuseppe MEAZZA,Riccardo CARAPELLESE,Giampiero BONIPERTI,Egisto PANDOLFINI,PAGLIUCA,Franco BARESI,MALDINI,Paolo MALDINI,BUFFON,MARCHETTI,CANNAVARO,PINTO Jorge Luis (COL),Roger FLORES,MARIN L.,RUIZ B.,NAVAS K.,MARIN L.,NAVAS K.,RUIZ B.,NAVAS K.,MARIN L.,NAVAS K.,Roger FLORES,65,65,65,65,65,68,65,66,89,80,75,76,93,85,89,93,89,85,89,93,89,76
2014.0,20 Jun 2014 - 16:00 ,Group E,Switzerland,2.0,5.0,France,51003.0,0.0,3.0,Bj�rn KUIPERS (NED),Sander VAN ROEKEL (NED),Erwin ZEINSTRA (NED),SUI,FRA,HITZFELD Ottmar (GER),Marco PASCOLO,VOGEL,BENAGLIO,FREI,HITZFELD Ottmar (GER),HITZFELD Ottmar (GER),HITZFELD Ottmar (GER),HITZFELD Ottmar (GER),Marco PASCOLO,HITZFELD Ottmar (GER),HITZFELD Ottmar (GER),DOMENECH Raymond (FRA),Jean Paul BERTRAND DEMANES,Michel PLATINI,Didier DESCHAMPS,ZIDANE,VIEIRA,EVRA,A. DIARRA,DOMENECH Raymond (FRA),DOMENECH Raymond (FRA),Didier DESCHAMPS,Didier DESCHAMPS,84,65,77,76,65,65,65,65,84,65,65,81,76,65,64,71,80,89,65,65,65,65
2014.0,20 Jun 2014 - 19:00 ,Group E,Honduras,1.0,2.0,Ecuador,39224.0,1.0,1.0,Ben WILLIAMS (AUS),CREAM Matthew (AUS),ANAZ Hakan (AUS),HON,ECU,SUAREZ Luis (COL),Ramon MARADIAGA,GUEVARRA,VALLADARES,SUAREZ Luis (COL),SUAREZ Luis (COL),SUAREZ Luis (COL),SUAREZ Luis (COL),SUAREZ Luis (COL),SUAREZ Luis (COL),SUAREZ Luis (COL),SUAREZ Luis (COL),RUEDA Reinaldo (COL),AGUINAGA,CEVALLOS,I. HURTADO,C. MORA,M. AYOVI,A. VALENCIA,CEVALLOS,AGUINAGA,RUEDA Reinaldo (COL),I. HURTADO,I. HURTADO,71,65,65,79,79,79,79,79,79,79,79,65,65,87,87,92,89,65,65,61,87,87
2014.0,21 Jun 2014 - 13:00 ,Group F,Argentina,1.0,0.0,IR Iran,57698.0,0.0,0.0,MAZIC Milorad (SRB),RISTIC Milovan (SRB),DJURDJEVIC Dalibor (SRB),ARG,IRN,SABELLA Alejandro (ARG),Ruben NAVARRO,Antonio RATTIN,Miguel BRINDISI,Daniel PASSARELLA,Nery PUMPIDO,Sergio GOYCOCHEA,Diego SIMEONE,VERON,SORIN,MASCHERANO,MESSI,Carlos QUEIR�S (POR),Y.GOLMOHAMMADI,J. NEKOUNAM,Carlos QUEIR�S (POR),Carlos QUEIR�S (POR),Carlos QUEIR�S (POR),Carlos QUEIR�S (POR),J. NEKOUNAM,Carlos QUEIR�S (POR),Carlos QUEIR�S (POR),Carlos QUEIR�S (POR),Carlos QUEIR�S (POR),78,80,78,80,65,90,86,67,65,83,93,65,88,76,76,76,76,88,76,76,76,76
2014.0,21 Jun 2014 - 16:00 ,Group G,Germany,2.0,2.0,Ghana,59621.0,0.0,0.0,RICCI Sandro (BRA),DE CARVALHO Emerson (BRA),VAN GASSE Marcelo (BRA),GER,GHA,LOEW Joachim (GER),MATTH�US,Juergen KLINSMANN,KAHN,SCHNEIDER,BALLACK,LAHM,Juergen KLINSMANN,LAHM,SCHNEIDER,Juergen KLINSMANN,KAHN,APPIAH James (GHA),S. APPIAH,MENSAH,A. GYAN,S. APPIAH,S. APPIAH,S. APPIAH,A. GYAN,A. GYAN,A. GYAN,A. GYAN,A. GYAN,65,61,65,83,65,65,61,65,83,61,65,89,76,89,89,89,89,89,89,89,89,89
2014.0,21 Jun 2014 - 18:00 ,Group F,Nigeria,1.0,0.0,"rn"">Bosnia and Herzegovina",40499.0,1.0,0.0,Peter O'LEARY (NZL),HINTZ Jan Hendrik (NZL),RULE Mark (NZL),NGA,BIH,KESHI Stephen (NGA),Stephen KESHI,UCHE,ENYEAMA,KANU,YOBO,ENYEAMA,ENYEAMA,ENYEAMA,Stephen KESHI,ENYEAMA,YOBO,SUSIC Safet (BIH),SPAHI?,SUSIC Safet (BIH),SUSIC Safet (BIH),SUSIC Safet (BIH),SUSIC Safet (BIH),SUSIC Safet (BIH),SUSIC Safet (BIH),SUSIC Safet (BIH),SUSIC Safet (BIH),SUSIC Safet (BIH),SUSIC Safet (BIH),74,76,80,74,65,80,80,80,74,80,65,65,65,65,65,65,65,65,65,65,65,65
2014.0,22 Jun 2014 - 13:00 ,Group H,Belgium,1.0,0.0,Russia,73819.0,0.0,0.0,BRYCH Felix (GER),BORSCH Mark (GER),LUPP Stefan (GER),BEL,RUS,WILMOTS Marc (BEL),Paul VAN HIMST,Jean Marie PFAFF,Eric GERETS,Jan CEULEMANS,Georges GRUN,SCIFO,Franky VAN DER ELST,Enzo SCIFO,WILMOTS,VERTONGHEN,KOMPANY,SADYRIN Pavel (RUS),Dmitri KHARIN,Dmitri KHARIN,Dmitri KHARIN,Dmitri KHARIN,SADYRIN Pavel (RUS),Dmitri KHARIN,SADYRIN Pavel (RUS),SADYRIN Pavel (RUS),SADYRIN Pavel (RUS),SADYRIN Pavel (RUS),Dmitri KHARIN,87,74,80,85,65,65,87,71,65,85,85,65,65,65,65,72,65,72,72,72,72,65
2014.0,22 Jun 2014 - 16:00 ,Group H,Korea Republic,2.0,4.0,Algeria,42732.0,0.0,3.0,ROLDAN Wilmar (COL),DIAZ Eduardo (COL),LESCANO Christian (ECU),KOR,ALG,HONG Myungbo (KOR),PARK Chang Sun,CHOI In Young,LEE Woonjae,KIM B. J.,YOO S. C.,M B HONG,JISUNG,J C KOO,CHOI In Young,PARK Chang Sun,J C KOO,HALILHODZIC Vahid (BIH),Nasser DRID,YAHIA,BOUGUERRA,HALLICHE,HALILHODZIC Vahid (BIH),HALILHODZIC Vahid (BIH),HALILHODZIC Vahid (BIH),HALILHODZIC Vahid (BIH),HALLICHE,HALILHODZIC Vahid (BIH),BOUGUERRA,78,89,77,88,89,93,65,94,89,78,94,72,72,65,71,65,65,65,65,71,65,65
2014.0,22 Jun 2014 - 18:00 ,Group G,USA,2.0,2.0,Portugal,40123.0,0.0,1.0,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),USA,POR,KLINSMANN Juergen (GER),Tom FLORIE,Tony MEOLA,Michael WINDISCHMANN,Thomas DOOLEY,STEWART,FRIEDEL,REYNA,BOCANEGRA,DEMPSEY,Tom FLORIE,REYNA,PAULO BENTO (POR),MARIO COLUNA,GOMES,FIGO,RICARDO,PAULETA,RONALDO,BETO,EDUARDO,GOMES,RICARDO,GOMES,76,71,65,80,72,65,70,74,78,76,70,81,82,67,80,65,94,76,76,82,80,82
2014.0,23 Jun 2014 - 13:00 ,Group B,Australia,0.0,3.0,Spain,39375.0,0.0,1.0,SHUKRALLA Nawaf (BHR),TULEFAT Yaser (BHR),SALEH Ebrahim (BHR),AUS,ESP,POSTECOGLOU Ange (AUS),NEILL,JEDINAK,NEILL,NEILL,POSTECOGLOU Ange (AUS),POSTECOGLOU Ange (AUS),POSTECOGLOU Ange (AUS),POSTECOGLOU Ange (AUS),POSTECOGLOU Ange (AUS),NEILL,JEDINAK,DEL BOSQUE Vicente (ESP),ZARRA,Juan Manuel ASENSI,Jose Antonio CAMACHO,Emilio BUTRAGUENO,NADAL,ZUBIZARRETA,HIERRO,RAUL,I. CASILLAS,RAMOS,Emilio BUTRAGUENO,68,65,68,68,75,75,75,75,75,68,65,65,84,81,74,64,65,65,74,87,90,74
2014.0,23 Jun 2014 - 13:00 ,Group B,Netherlands,2.0,0.0,Chile,62996.0,0.0,0.0,Bakary GASSAMA (GAM),MENKOUANDE Evarist (CMR),KABANDA Felicien (RWA),NED,CHI,Louis VAN GAAL (NED),Johan CRUYFF,Piet SCHRIJVERS,Jan JONGBLOED,Ruud KROL,Ruud GULLIT,Ronald KOEMAN,V. BRONCKHORST,STEKELENBURG,CILLESSEN,VORM,KRUL,ACOSTA Nelson (URU),Guillermo SUBIABRE,Jorge TORO,Francisco VALDES,Ivan ZAMORANO,Nelson TAPIA,Nelson TAPIA,Francisco VALDES,Nelson TAPIA,Nelson TAPIA,Jorge TORO,Nelson TAPIA,74,75,85,71,71,94,85,75,81,79,77,70,78,75,82,72,72,75,72,72,78,72
2014.0,23 Jun 2014 - 17:00 ,Group A,Cameroon,1.0,4.0,Brazil,69112.0,1.0,2.0,ERIKSSON Jonas (SWE),KLASENIUS Mathias (SWE),WARNMARK Daniel (SWE),CMR,BRA,Paul LE GUEN (FRA),Thomas NKONO,Stephen TATAW,SONGO'O,Francois OMAM-BIYIK,SONG,ETO'O,Paul LE GUEN (FRA),SONG,Thomas NKONO,SONGO'O,SONG,SCOLARI Luiz Felipe (BRA),PREGUINHO,LEONIDAS,WILSON PIAZZA,MARINHO PERES,SOCRATES,WALDIR PERES,RICARDO GOMES,DUNGA,CAFU,DIDA,T SILVA,80,74,62,53,77,81,91,77,80,62,77,65,65,76,78,65,78,82,65,65,80,94
2014.0,23 Jun 2014 - 17:00 ,Group A,Croatia,1.0,3.0,Mexico,41212.0,0.0,0.0,Ravshan IRMATOV (UZB),RASULOV Abduxamidullo (UZB),KOCHKAROV Bakhadyr (KGZ),CRO,MEX,KRANJCAR Zlatko (CRO),Davor SUKER,Zvonimir BOBAN,SUKER,N. KOVAC,PLETIKOSA,Zvonimir BOBAN,Davor SUKER,Davor SUKER,Davor SUKER,Davor SUKER,Zvonimir BOBAN,Javier AGUIRRE (MEX),Horacio CASARIN,Gustavo PENA,Arturo VAZQUEZ,Jose REYES,Pedro SOTO,Tomas BOY,CAMPOS,Alberto GARCIA ASPE,O. PEREZ,G TORRADO,R MARQUEZ,65,65,65,87,65,65,65,65,65,65,65,67,80,63,77,84,77,76,81,83,90,94
2014.0,24 Jun 2014 - 13:00 ,Group D,Italy,0.0,1.0,Uruguay,39706.0,0.0,0.0,RODRIGUEZ Marco (MEX),TORRENTERA Marvin (MEX),QUINTERO Marcos (MEX),ITA,URU,LIPPI Marcello (ITA),Giuseppe MEAZZA,Riccardo CARAPELLESE,Giampiero BONIPERTI,Egisto PANDOLFINI,Gaetano SCIREA,PAGLIUCA,Franco BARESI,MALDINI,BUFFON,MARCHETTI,CANNAVARO,TABAREZ Oscar (URU),Pedro ROCHA,Luis UBINA,Juan MASNIK,Jorge BARRIOS,Fernando ALVEZ,Enzo FRANCESCOLI,F.CARINI,P.MONTERO,LUGANO,D. GODIN,F. MUSLERA,65,65,65,65,65,65,68,65,89,80,75,84,79,84,78,81,71,65,65,65,88,86
2014.0,24 Jun 2014 - 13:00 ,Group D,Costa Rica,0.0,0.0,England,57823.0,0.0,0.0,HAIMOUDI Djamel (ALG),ACHIK Redouane (MAR),ETCHIALI Abdelhak (ALG),CRC,ENG,PINTO Jorge Luis (COL),Roger FLORES,MARIN L.,RUIZ B.,NAVAS K.,RUIZ B.,RUIZ B.,RUIZ B.,NAVAS K.,MARIN L.,RUIZ B.,MARIN L.,CAPELLO Fabio (ITA),Bryan ROBSON,Terry BUTCHER,Alan SHEARER,David SEAMAN,BECKHAM,ROBINSON,GERRARD,Bryan ROBSON,Terry BUTCHER,Bryan ROBSON,BECKHAM,76,93,85,89,85,85,85,89,93,85,93,73,78,78,87,65,69,65,73,78,73,65
2014.0,24 Jun 2014 - 16:00 ,Group C,Japan,1.0,4.0,Colombia,40340.0,1.0,1.0,PROENCA Pedro (POR),MIRANDA Bertino (POR),TRIGO Jose (POR),JPN,COL,OKADA Takeshi (JPN),Masami IHARA,MORIOKA,MIYAMOTO,KAWAGUCHI,HASEBE,HASEBE,MIYAMOTO,MIYAMOTO,MORIOKA,Masami IHARA,MORIOKA,PEKERMAN Jose (ARG),Francisco ZULUAGA,Carlos VALDERRAMA,VALDERRAMA,OSPINA,MONDRAGON,YEPES,MONDRAGON,VALDERRAMA,Carlos VALDERRAMA,OSPINA,MONDRAGON,64,68,65,54,77,77,65,65,68,64,68,75,76,65,79,65,65,65,65,76,79,65
2014.0,24 Jun 2014 - 17:00 ,Group C,Greece,2.0,1.0,C�te d'Ivoire,59095.0,1.0,0.0,VERA Carlos (ECU),LESCANO Christian (ECU),ROMERO Byron (ECU),GRE,CIV,SANTOS Fernando (POR),Tassos MITROPOULOS,KARAGOUNIS,KATSOURANIS,KARNEZIS,GLYKOS,KATSOURANIS,GLYKOS,GLYKOS,KARNEZIS,GLYKOS,GLYKOS,MICHEL Henri (FRA),DROGBA,DOMORAUD,DROGBA,DROGBA,DOMORAUD,DROGBA,DOMORAUD,DOMORAUD,DOMORAUD,DROGBA,DROGBA,65,63,65,82,71,65,71,71,82,71,71,65,67,65,65,67,65,67,67,67,65,65
2014.0,25 Jun 2014 - 13:00 ,Group F,Nigeria,2.0,3.0,Argentina,43285.0,1.0,2.0,Nicola RIZZOLI (ITA),Renato FAVERANI (ITA),Andrea STEFANI (ITA),NGA,ARG,KESHI Stephen (NGA),Stephen KESHI,UCHE,ENYEAMA,KANU,YOBO,Stephen KESHI,KESHI Stephen (NGA),Stephen KESHI,ENYEAMA,KESHI Stephen (NGA),Stephen KESHI,SABELLA Alejandro (ARG),Ruben NAVARRO,Roberto PERFUMO,Daniel PASSARELLA,Diego MARADONA,Sergio GOYCOCHEA,Oscar RUGGERI,Diego SIMEONE,Carlos ROA,VERON,BATISTUTA,MASCHERANO,74,76,80,74,65,74,74,74,80,74,74,78,83,80,86,90,83,86,76,67,65,83
2014.0,25 Jun 2014 - 13:00 ,Group F,"rn"">Bosnia and Herzegovina",3.0,1.0,IR Iran,48011.0,1.0,0.0,Carlos VELASCO CARBALLO (ESP),ALONSO FERNANDEZ Roberto (ESP),YUSTE Juan (ESP),BIH,IRN,SUSIC Safet (BIH),SPAHI?,SPAHI?,SUSIC Safet (BIH),SUSIC Safet (BIH),SUSIC Safet (BIH),SUSIC Safet (BIH),SPAHI?,SUSIC Safet (BIH),SUSIC Safet (BIH),SUSIC Safet (BIH),SUSIC Safet (BIH),Carlos QUEIR�S (POR),Y.GOLMOHAMMADI,J. NEKOUNAM,J. NEKOUNAM,Carlos QUEIR�S (POR),Carlos QUEIR�S (POR),J. NEKOUNAM,J. NEKOUNAM,J. NEKOUNAM,J. NEKOUNAM,J. NEKOUNAM,J. NEKOUNAM,65,65,65,65,65,65,65,65,65,65,65,65,88,88,76,76,88,88,88,88,88,88
2014.0,25 Jun 2014 - 16:00 ,Group E,Honduras,0.0,3.0,Switzerland,40322.0,0.0,2.0,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),HON,SUI,SUAREZ Luis (COL),Ramon MARADIAGA,GUEVARRA,VALLADARES,Ramon MARADIAGA,Ramon MARADIAGA,VALLADARES,GUEVARRA,SUAREZ Luis (COL),Ramon MARADIAGA,SUAREZ Luis (COL),SUAREZ Luis (COL),HITZFELD Ottmar (GER),Marco PASCOLO,VOGEL,BENAGLIO,FREI,HITZFELD Ottmar (GER),HITZFELD Ottmar (GER),Marco PASCOLO,BENAGLIO,VOGEL,BENAGLIO,BENAGLIO,71,65,65,71,71,65,65,79,71,79,79,84,65,77,76,65,65,84,77,65,77,77
2014.0,25 Jun 2014 - 17:00 ,Group E,Ecuador,0.0,0.0,France,73749.0,0.0,0.0,Noumandiez DOUE (CIV),YEO Songuifolo (CIV),BIRUMUSHAHU Jean Claude (BDI),ECU,FRA,RUEDA Reinaldo (COL),AGUINAGA,CEVALLOS,I. HURTADO,C. MORA,M. AYOVI,A. VALENCIA,AGUINAGA,RUEDA Reinaldo (COL),A. VALENCIA,AGUINAGA,AGUINAGA,DOMENECH Raymond (FRA),Jean Paul BERTRAND DEMANES,Michel PLATINI,Didier DESCHAMPS,ZIDANE,VIEIRA,EVRA,A. DIARRA,EVRA,Michel PLATINI,Jean Paul BERTRAND DEMANES,Didier DESCHAMPS,65,65,87,87,92,89,65,61,89,65,65,81,76,65,64,71,80,89,80,76,81,65
2014.0,26 Jun 2014 - 13:00 ,Group G,USA,0.0,1.0,Germany,41876.0,0.0,0.0,Ravshan IRMATOV (UZB),RASULOV Abduxamidullo (UZB),KOCHKAROV Bakhadyr (KGZ),USA,GER,KLINSMANN Juergen (GER),Tom FLORIE,Tony MEOLA,Michael WINDISCHMANN,Thomas DOOLEY,STEWART,FRIEDEL,REYNA,BOCANEGRA,DEMPSEY,Tom FLORIE,Tony MEOLA,LOEW Joachim (GER),MATTH�US,Juergen KLINSMANN,KAHN,SCHNEIDER,BALLACK,LAHM,BALLACK,Juergen KLINSMANN,Juergen KLINSMANN,Juergen KLINSMANN,Juergen KLINSMANN,76,71,65,80,72,65,70,74,78,76,71,65,61,65,83,65,65,65,61,61,61,61
2014.0,26 Jun 2014 - 13:00 ,Group G,Portugal,2.0,1.0,Ghana,67540.0,1.0,0.0,SHUKRALLA Nawaf (BHR),TULEFAT Yaser (BHR),SALEH Ebrahim (BHR),POR,GHA,PAULO BENTO (POR),MARIO COLUNA,GOMES,FIGO,RICARDO,PAULETA,RONALDO,BETO,EDUARDO,GOMES,PAULETA,BETO,APPIAH James (GHA),S. APPIAH,MENSAH,A. GYAN,MENSAH,MENSAH,MENSAH,APPIAH James (GHA),MENSAH,MENSAH,MENSAH,MENSAH,81,82,67,80,65,94,76,76,82,65,76,89,76,89,76,76,76,73,76,76,76,76
2014.0,26 Jun 2014 - 17:00 ,Group H,Korea Republic,0.0,1.0,Belgium,61397.0,0.0,0.0,Ben WILLIAMS (AUS),CREAM Matthew (AUS),ANAZ Hakan (AUS),KOR,BEL,HONG Myungbo (KOR),PARK Chang Sun,CHOI In Young,LEE Woonjae,KIM B. J.,YOO S. C.,M B HONG,JISUNG,J C KOO,J C KOO,LEE Woonjae,LEE Woonjae,WILMOTS Marc (BEL),Paul VAN HIMST,Jean Marie PFAFF,Eric GERETS,Jan CEULEMANS,Georges GRUN,SCIFO,Franky VAN DER ELST,Enzo SCIFO,WILMOTS,VERTONGHEN,KOMPANY,78,89,77,88,89,93,65,94,94,77,77,87,74,80,85,65,65,87,71,65,85,85
2014.0,26 Jun 2014 - 17:00 ,Group H,Algeria,1.0,1.0,Russia,39311.0,0.0,1.0,C�neyt �AKIR (TUR),DURAN Bahattin (TUR),ONGUN Tarik (TUR),ALG,RUS,HALILHODZIC Vahid (BIH),Nasser DRID,YAHIA,BOUGUERRA,HALLICHE,Nasser DRID,Nasser DRID,HALILHODZIC Vahid (BIH),HALILHODZIC Vahid (BIH),HALILHODZIC Vahid (BIH),Nasser DRID,HALILHODZIC Vahid (BIH),SADYRIN Pavel (RUS),Dmitri KHARIN,Dmitri KHARIN,Dmitri KHARIN,SADYRIN Pavel (RUS),SADYRIN Pavel (RUS),SADYRIN Pavel (RUS),Dmitri KHARIN,SADYRIN Pavel (RUS),SADYRIN Pavel (RUS),Dmitri KHARIN,SADYRIN Pavel (RUS),72,72,65,71,72,72,65,65,65,72,65,65,65,65,72,72,72,65,72,72,65,72
2014.0,28 Jun 2014 - 13:00 ,Round of 16,Brazil,1.0,1.0,Chile,57714.0,0.0,0.0,WEBB Howard (ENG),MULLARKEY Michael (ENG),Darren CANN (ENG),BRA,CHI,SCOLARI Luiz Felipe (BRA),PREGUINHO,CARLOS ALBERTO,WILSON PIAZZA,MARINHO PERES,SOCRATES,WALDIR PERES,EDINHO,RICARDO GOMES,CAFU,DIDA,JULIO CESAR,ACOSTA Nelson (URU),Guillermo SUBIABRE,Jorge TORO,Francisco VALDES,Ivan ZAMORANO,Nelson TAPIA,Jorge TORO,Ivan ZAMORANO,Jorge TORO,Francisco VALDES,Nelson TAPIA,Guillermo SUBIABRE,65,77,76,78,65,78,73,82,65,80,76,70,78,75,82,72,78,82,78,75,72,70
2014.0,28 Jun 2014 - 17:00 ,Round of 16,Colombia,2.0,0.0,Uruguay,73804.0,1.0,0.0,Bj�rn KUIPERS (NED),Sander VAN ROEKEL (NED),Erwin ZEINSTRA (NED),COL,URU,PEKERMAN Jose (ARG),Francisco ZULUAGA,Carlos VALDERRAMA,VALDERRAMA,OSPINA,MONDRAGON,YEPES,PEKERMAN Jose (ARG),PEKERMAN Jose (ARG),VALDERRAMA,VALDERRAMA,Francisco ZULUAGA,TABAREZ Oscar (URU),Obdulio VARELA,Pedro ROCHA,Luis UBINA,Juan MASNIK,Fernando ALVEZ,Enzo FRANCESCOLI,LUGANO,FORLAN,D. LUGANO,D. GODIN,F. MUSLERA,75,76,65,79,65,65,75,75,65,65,75,77,84,79,84,81,71,65,65,88,88,86
2014.0,30 Jun 2014 - 13:00 ,Round of 16,France,2.0,0.0,Nigeria,67882.0,0.0,0.0,GEIGER Mark (USA),HURD Sean (USA),FLETCHER Joe (CAN),FRA,NGA,DOMENECH Raymond (FRA),Jean Paul BERTRAND DEMANES,Michel PLATINI,Didier DESCHAMPS,ZIDANE,VIEIRA,EVRA,A. DIARRA,Michel PLATINI,VIEIRA,DOMENECH Raymond (FRA),VIEIRA,KESHI Stephen (NGA),Stephen KESHI,UCHE,ENYEAMA,KANU,YOBO,KESHI Stephen (NGA),YOBO,YOBO,KESHI Stephen (NGA),KANU,ENYEAMA,81,76,65,64,71,80,89,76,71,65,71,74,76,80,74,65,74,65,65,74,74,80
2014.0,04 Jul 2014 - 17:00 ,Quarter-finals,Brazil,2.0,1.0,Colombia,60342.0,1.0,0.0,Carlos VELASCO CARBALLO (ESP),ALONSO FERNANDEZ Roberto (ESP),YUSTE Juan (ESP),BRA,COL,SCOLARI Luiz Felipe (BRA),PREGUINHO,CARLOS ALBERTO,WILSON PIAZZA,MARINHO PERES,EDINHO,RICARDO GOMES,DUNGA,CAFU,DIDA,R. CENI,T SILVA,PEKERMAN Jose (ARG),Francisco ZULUAGA,Carlos VALDERRAMA,VALDERRAMA,OSPINA,MONDRAGON,YEPES,MONDRAGON,YEPES,YEPES,YEPES,OSPINA,65,77,76,78,73,82,65,65,80,91,94,75,76,65,79,65,65,65,65,65,65,79
2014.0,04 Jul 2014 - 13:00 ,Quarter-finals,France,0.0,1.0,Germany,74240.0,0.0,1.0,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),FRA,GER,DOMENECH Raymond (FRA),Jean Paul BERTRAND DEMANES,Michel PLATINI,Didier DESCHAMPS,ZIDANE,VIEIRA,EVRA,A. DIARRA,Michel PLATINI,Didier DESCHAMPS,Jean Paul BERTRAND DEMANES,DOMENECH Raymond (FRA),LOEW Joachim (GER),MATTH�US,Juergen KLINSMANN,KAHN,SCHNEIDER,BALLACK,LAHM,BALLACK,LAHM,KAHN,Juergen KLINSMANN,BALLACK,81,76,65,64,71,80,89,76,65,81,65,65,61,65,83,65,65,65,65,65,61,65
2014.0,08 Jul 2014 - 17:00 ,Semi-finals,Brazil,1.0,7.0,Germany,58141.0,0.0,5.0,RODRIGUEZ Marco (MEX),TORRENTERA Marvin (MEX),QUINTERO Marcos (MEX),BRA,GER,SCOLARI Luiz Felipe (BRA),PREGUINHO,MARINHO PERES,SOCRATES,WALDIR PERES,EDINHO,RICARDO GOMES,DUNGA,CAFU,DIDA,R. CENI,JULIO CESAR,LOEW Joachim (GER),MATTH�US,Juergen KLINSMANN,KAHN,SCHNEIDER,BALLACK,LAHM,Juergen KLINSMANN,Juergen KLINSMANN,SCHNEIDER,SCHNEIDER,SCHNEIDER,65,78,65,78,73,82,65,65,80,91,76,65,61,65,83,65,65,61,61,83,83,83
2014.0,12 Jul 2014 - 17:00 ,Play-off for third place,Brazil,0.0,3.0,Netherlands,68034.0,0.0,2.0,HAIMOUDI Djamel (ALG),ACHIK Redouane (MAR),ETCHIALI Abdelhak (ALG),BRA,NED,SCOLARI Luiz Felipe (BRA),LEONIDAS,WILSON PIAZZA,MARINHO PERES,EDINHO,RICARDO GOMES,RAI,DUNGA,CAFU,DIDA,R. CENI,T SILVA,Louis VAN GAAL (NED),Piet SCHRIJVERS,Jan JONGBLOED,Ruud KROL,Ruud GULLIT,Ronald KOEMAN,V. BRONCKHORST,STEKELENBURG,V. PERSIE,CILLESSEN,VORM,KRUL,65,76,78,73,82,77,65,65,80,91,94,75,85,71,71,94,85,75,85,81,79,77
